"name","name","readgroup","basecallid","software","basecalldate","version"
"0A4I0Q","TARGET-40-0A4I0Q-01A-01WX",1012,398,"BUSTARD","2012-09-23","1.9.4"
"0A4I6O","TARGET-40-0A4I6O-01A-01WX",1007,398,"BUSTARD","2012-09-23","1.9.4"
"PATMIF","TARGET-40-PATMIF-10A-01D",1010,398,"BUSTARD","2012-09-23","1.9.4"
"0A4HXS","TARGET-40-0A4HXS-10A-01D",1013,398,"BUSTARD","2012-09-23","1.9.4"
"0A4I0Q","TARGET-40-0A4I0Q-10A-01D",1009,398,"BUSTARD","2012-09-23","1.9.4"
"0A4I6O","TARGET-40-0A4I6O-10A-01D",1008,398,"BUSTARD","2012-09-23","1.9.4"
"PAMLKS","TARGET_40_PAMLKS_01A_01D",1006,398,"BUSTARD","2012-09-23","1.9.4"
"PAMLKS","TARGET_40_PAMLKS_01A_01D",1039,442,"BUSTARD","2013-01-03","1.9.4"
"PAMLKS","TARGET_40_PAMLKS_01A_01D",15440,462,"BUSTARD","2013-02-21","1.9.4"
"PASKZZ","TARGET_40_PASKZZ_01A_01D",1004,398,"BUSTARD","2012-09-23","1.9.4"
"PASKZZ","TARGET_40_PASKZZ_01A_01D",15439,462,"BUSTARD","2013-02-21","1.9.4"
"PASSLM","TARGET_40_PASSLM_01A_01D",1005,398,"BUSTARD","2012-09-23","1.9.4"
"PASSLM","TARGET_40_PASSLM_01A_01D",1028,435,"BUSTARD","2012-12-13","1.9.4"
"PAMHYN","TARGET_40_PAMHYN_01A_01D",1016,407,"BUSTARD","2012-10-11","1.9.4"
"PAMHYN","TARGET_40_PAMHYN_01A_01D",26967,490,"BUSTARD","2013-05-22","1.9.4"
"PAMHYN","TARGET_40_PAMHYN_01A_01D",27125,503,"BUSTARD","2013-06-07","1.9.4"
"PAMYYJ","TARGET_40_PAMYYJ_10A_01D",1018,407,"BUSTARD","2012-10-11","1.9.4"
"PAMHYN","TARGET_40_PAMHYN_10A_01D",1017,407,"BUSTARD","2012-10-11","1.9.4"
"PALKGN","TARGET_40_PALKGN_10A_01D",1020,407,"BUSTARD","2012-10-11","1.9.4"
"PALKGN","TARGET_40_PALKGN_01A_01D",1019,407,"BUSTARD","2012-10-11","1.9.4"
"PALKGN","TARGET_40_PALKGN_01A_01D",26968,491,"BUSTARD","2013-05-22","1.9.4"
"PASEFS","TARGET_40_PASEFS_10A_01D",1027,404,"BUSTARD","2012-10-09","1.9.4"
"PASEFS","TARGET_40_PASEFS_01A_01D",1026,404,"BUSTARD","2012-10-09","1.9.4"
"PASEFS","TARGET_40_PASEFS_01A_01D",15437,462,"BUSTARD","2013-02-21","1.9.4"
"PARFTG","TARGET_40_PARFTG_01A_01D",1025,404,"BUSTARD","2012-10-09","1.9.4"
"PARFTG","TARGET_40_PARFTG_01A_01D",15438,462,"BUSTARD","2013-02-21","1.9.4"
"PARFTG","TARGET_40_PARFTG_10A_01D",1024,404,"BUSTARD","2012-10-09","1.9.4"
"PALECC","TARGET_40_PALECC_01A_01D",1023,404,"BUSTARD","2012-10-09","1.9.4"
"PALECC","TARGET_40_PALECC_01A_01D",26969,491,"BUSTARD","2013-05-22","1.9.4"
"PALECC","TARGET_40_PALECC_10A_01D",1022,404,"BUSTARD","2012-10-09","1.9.4"
"PAKUZU","TARGET-40-PAKUZU-01A-01D",1021,404,"BUSTARD","2012-10-09","1.9.4"
"PAKUZU","TARGET-40-PAKUZU-01A-01D",26970,491,"BUSTARD","2013-05-22","1.9.4"
"PAKUZU","TARGET-40-PAKUZU-01A-01D",28611,526,"BUSTARD","2013-07-01","1.9.4"
"PAKUZU","TARGET-40-PAKUZU-10A-01D",1033,435,"BUSTARD","2012-12-13","1.9.4"
"0A4HZR","TARGET-40-0A4HZR-01A-01D",1032,435,"BUSTARD","2012-12-13","1.9.4"
"0A4HZR","TARGET-40-0A4HZR-01A-01D",15435,462,"BUSTARD","2013-02-21","1.9.4"
"0A4HZR","TARGET-40-0A4HZR-10A-01D",1031,435,"BUSTARD","2012-12-13","1.9.4"
"0A4HXG","TARGET-40-0A4HXG-01A-01D",26472,435,"BUSTARD","2012-12-13","1.9.4"
"0A4HXG","TARGET-40-0A4HXG-01A-01D",26473,462,"BUSTARD","2013-02-21","1.9.4"
"0A4HXG","TARGET-40-0A4HXG-10A-01D",26471,435,"BUSTARD","2012-12-13","1.9.4"
"PATKSS","TARGET-40-PATKSS-01A-01D",1064,455,"BUSTARD","2013-01-28","1.9.4"
"PATKSS","TARGET-40-PATKSS-01A-01D",1057,455,"BUSTARD","2013-01-28","1.9.4"
"PAUTWB","TARGET-40-PAUTWB-01A-01D",1067,455,"BUSTARD","2013-01-28","1.9.4"
"PAUTWB","TARGET-40-PAUTWB-01A-01D",1060,455,"BUSTARD","2013-01-28","1.9.4"
"PAUTYB","TARGET-40-PAUTYB-01A-01D",1068,455,"BUSTARD","2013-01-28","1.9.4"
"PAUTYB","TARGET-40-PAUTYB-01A-01D",1061,455,"BUSTARD","2013-01-28","1.9.4"
"PAUUML","TARGET-40-PAUUML-01A-01D",1062,455,"BUSTARD","2013-01-28","1.9.4"
"PAUUML","TARGET-40-PAUUML-01A-01D",1055,455,"BUSTARD","2013-01-28","1.9.4"
"PAUVUL","TARGET-40-PAUVUL-01A-01D",1065,455,"BUSTARD","2013-01-28","1.9.4"
"PAUVUL","TARGET-40-PAUVUL-01A-01D",1058,455,"BUSTARD","2013-01-28","1.9.4"
"PAUXPZ","TARGET-40-PAUXPZ-01A-01D",1063,455,"BUSTARD","2013-01-28","1.9.4"
"PAUXPZ","TARGET-40-PAUXPZ-01A-01D",1056,455,"BUSTARD","2013-01-28","1.9.4"
"PAUYTT","TARGET-40-PAUYTT-01A-01D",1066,455,"BUSTARD","2013-01-28","1.9.4"
"PAUYTT","TARGET-40-PAUYTT-01A-01D",1059,455,"BUSTARD","2013-01-28","1.9.4"
"PAVALD","TARGET-40-PAVALD-01A-01D",1053,455,"BUSTARD","2013-01-28","1.9.4"
"PAVALD","TARGET-40-PAVALD-01A-01D",1047,455,"BUSTARD","2013-01-28","1.9.4"
"PAVCLP","TARGET-40-PAVCLP-01A-01D",1051,455,"BUSTARD","2013-01-28","1.9.4"
"PAVCLP","TARGET-40-PAVCLP-01A-01D",1045,455,"BUSTARD","2013-01-28","1.9.4"
"PAVDTY","TARGET-40-PAVDTY-01A-01D",1052,455,"BUSTARD","2013-01-28","1.9.4"
"PAVDTY","TARGET-40-PAVDTY-01A-01D",1046,455,"BUSTARD","2013-01-28","1.9.4"
"PAVECB","TARGET-40-PAVECB-01A-01D",1054,455,"BUSTARD","2013-01-28","1.9.4"
"PAVECB","TARGET-40-PAVECB-01A-01D",1048,455,"BUSTARD","2013-01-28","1.9.4"
"PATXFN","TARGET-40-PATXFN-01A-01WX",1050,455,"BUSTARD","2013-01-28","1.9.4"
"PATXFN","TARGET-40-PATXFN-01A-01WX",1044,455,"BUSTARD","2013-01-28","1.9.4"
"PAUBIT","TARGET-40-PAUBIT-01A-01D",1049,455,"BUSTARD","2013-01-28","1.9.4"
"PAUBIT","TARGET-40-PAUBIT-01A-01D",1043,455,"BUSTARD","2013-01-28","1.9.4"
"PAPVYW","TARGET_40_PAPVYW_10A_01D",26284,455,"BUSTARD","2013-01-28","1.9.4"
"PAPVYW","TARGET_40_PAPVYW_01A_01D",26283,455,"BUSTARD","2013-01-28","1.9.4"
"PAPVYW","TARGET_40_PAPVYW_01A_01D",28609,526,"BUSTARD","2013-07-01","1.9.4"
"PANZHX","TARGET_40_PANZHX_10A_01D",26282,455,"BUSTARD","2013-01-28","1.9.4"
"PANZHX","TARGET_40_PANZHX_01A_01D",26291,454,"BUSTARD","2013-01-28","1.9.4"
"PATAWV","TARGET_40_PATAWV_10A_01D",26290,454,"BUSTARD","2013-01-28","1.9.4"
"PATAWV","TARGET_40_PATAWV_01A_01D",26289,454,"BUSTARD","2013-01-28","1.9.4"
"PATAWV","TARGET_40_PATAWV_01A_01D",26973,491,"BUSTARD","2013-05-22","1.9.4"
"PAMRHD","TARGET_40_PAMRHD_10A_01D",26288,454,"BUSTARD","2013-01-28","1.9.4"
"PAMRHD","TARGET_40_PAMRHD_01A_01D",26287,454,"BUSTARD","2013-01-28","1.9.4"
"PAMRHD","TARGET_40_PAMRHD_01A_01D",26974,491,"BUSTARD","2013-05-22","1.9.4"
"PANZZJ","TARGET_40_PANZZJ_10A_01D",26286,454,"BUSTARD","2013-01-28","1.9.4"
"PANZZJ","TARGET_40_PANZZJ_01A_01D",26285,454,"BUSTARD","2013-01-28","1.9.4"
"PANZZJ","TARGET_40_PANZZJ_01A_01D",26965,490,"BUSTARD","2013-05-22","1.9.4"
"PANZZJ","TARGET_40_PANZZJ_01A_01D",28612,526,"BUSTARD","2013-07-01","1.9.4"
"PASYUK","TARGET_40_PASYUK_10A_01D",26295,465,"BUSTARD","2013-03-07","1.9.4"
"PASYUK","TARGET_40_PASYUK_01A_01D",26294,465,"BUSTARD","2013-03-07","1.9.4"
"PASYUK","TARGET_40_PASYUK_01A_01D",26966,490,"BUSTARD","2013-05-22","1.9.4"
"PASYUK","TARGET_40_PASYUK_01A_01D",28610,526,"BUSTARD","2013-07-01","1.9.4"
"PASUUH","TARGET_40_PASUUH_10A_01D",26293,465,"BUSTARD","2013-03-07","1.9.4"
"PASUUH","TARGET_40_PASUUH_01A_01D",26292,465,"BUSTARD","2013-03-07","1.9.4"
"PASUUH","TARGET_40_PASUUH_01A_01D",26752,478,"BUSTARD","2013-04-29","1.9.4"
"PATKSS","TARGET-40-PATKSS-01A-01D",26357,469,"BUSTARD","2013-03-25","1.9.4"
"PATKSS","TARGET-40-PATKSS-01A-01D",26350,469,"BUSTARD","2013-03-25","1.9.4"
"PAUTWB","TARGET-40-PAUTWB-01A-01D",26360,469,"BUSTARD","2013-03-25","1.9.4"
"PAUTWB","TARGET-40-PAUTWB-01A-01D",26353,469,"BUSTARD","2013-03-25","1.9.4"
"PAUTYB","TARGET-40-PAUTYB-01A-01D",26355,469,"BUSTARD","2013-03-25","1.9.4"
"PAUTYB","TARGET-40-PAUTYB-01A-01D",26348,469,"BUSTARD","2013-03-25","1.9.4"
"PAUUML","TARGET-40-PAUUML-01A-01D",26354,469,"BUSTARD","2013-03-25","1.9.4"
"PAUUML","TARGET-40-PAUUML-01A-01D",26347,469,"BUSTARD","2013-03-25","1.9.4"
"PAUVUL","TARGET-40-PAUVUL-01A-01D",26358,469,"BUSTARD","2013-03-25","1.9.4"
"PAUVUL","TARGET-40-PAUVUL-01A-01D",26351,469,"BUSTARD","2013-03-25","1.9.4"
"PAUXPZ","TARGET-40-PAUXPZ-01A-01D",26359,469,"BUSTARD","2013-03-25","1.9.4"
"PAUXPZ","TARGET-40-PAUXPZ-01A-01D",26352,469,"BUSTARD","2013-03-25","1.9.4"
"PAUYTT","TARGET-40-PAUYTT-01A-01D",26356,469,"BUSTARD","2013-03-25","1.9.4"
"PAUYTT","TARGET-40-PAUYTT-01A-01D",26349,469,"BUSTARD","2013-03-25","1.9.4"
"PAVALD","TARGET-40-PAVALD-01A-01D",26341,469,"BUSTARD","2013-03-25","1.9.4"
"PAVCLP","TARGET-40-PAVCLP-01A-01D",26344,469,"BUSTARD","2013-03-25","1.9.4"
"PAVDTY","TARGET-40-PAVDTY-01A-01D",26346,469,"BUSTARD","2013-03-25","1.9.4"
"PAVECB","TARGET-40-PAVECB-01A-01D",26343,469,"BUSTARD","2013-03-25","1.9.4"
"PATXFN","TARGET-40-PATXFN-01A-01WX",26342,469,"BUSTARD","2013-03-25","1.9.4"
"PAUBIT","TARGET-40-PAUBIT-01A-01D",26345,469,"BUSTARD","2013-03-25","1.9.4"
"PATKSS","TARGET-40-PATKSS-10A-01D",26324,470,"BUSTARD","2013-03-25","1.9.4"
"PATKSS","TARGET-40-PATKSS-10A-01D",26331,469,"BUSTARD","2013-03-25","1.9.4"
"PAUTWB","TARGET-40-PAUTWB-10A-01D",26325,470,"BUSTARD","2013-03-25","1.9.4"
"PAUTWB","TARGET-40-PAUTWB-10A-01D",26332,469,"BUSTARD","2013-03-25","1.9.4"
"PAUTYB","TARGET-40-PAUTYB-10A-01D",26329,470,"BUSTARD","2013-03-25","1.9.4"
"PAUTYB","TARGET-40-PAUTYB-10A-01D",26336,469,"BUSTARD","2013-03-25","1.9.4"
"PAUUML","TARGET-40-PAUUML-10A-01D",26327,470,"BUSTARD","2013-03-25","1.9.4"
"PAUUML","TARGET-40-PAUUML-10A-01D",26334,469,"BUSTARD","2013-03-25","1.9.4"
"PAUVUL","TARGET-40-PAUVUL-10A-01D",26323,470,"BUSTARD","2013-03-25","1.9.4"
"PAUVUL","TARGET-40-PAUVUL-10A-01D",26330,469,"BUSTARD","2013-03-25","1.9.4"
"PAUXPZ","TARGET-40-PAUXPZ-10A-01D",26326,470,"BUSTARD","2013-03-25","1.9.4"
"PAUXPZ","TARGET-40-PAUXPZ-10A-01D",26333,469,"BUSTARD","2013-03-25","1.9.4"
"PAUYTT","TARGET-40-PAUYTT-10A-01D",26328,470,"BUSTARD","2013-03-25","1.9.4"
"PAUYTT","TARGET-40-PAUYTT-10A-01D",26335,469,"BUSTARD","2013-03-25","1.9.4"
"PAVALD","TARGET-40-PAVALD-10A-01D",26321,470,"BUSTARD","2013-03-25","1.9.4"
"PAVALD","TARGET-40-PAVALD-10A-01D",26315,470,"BUSTARD","2013-03-25","1.9.4"
"PAVCLP","TARGET-40-PAVCLP-10A-01D",26317,470,"BUSTARD","2013-03-25","1.9.4"
"PAVCLP","TARGET-40-PAVCLP-10A-01D",26311,470,"BUSTARD","2013-03-25","1.9.4"
"PAVDTY","TARGET-40-PAVDTY-10A-01D",26319,470,"BUSTARD","2013-03-25","1.9.4"
"PAVDTY","TARGET-40-PAVDTY-10A-01D",26313,470,"BUSTARD","2013-03-25","1.9.4"
"PAVECB","TARGET-40-PAVECB-10A-01D",26322,470,"BUSTARD","2013-03-25","1.9.4"
"PAVECB","TARGET-40-PAVECB-10A-01D",26316,470,"BUSTARD","2013-03-25","1.9.4"
"PATXFN","TARGET-40-PATXFN-10A-01D",26320,470,"BUSTARD","2013-03-25","1.9.4"
"PATXFN","TARGET-40-PATXFN-10A-01D",26314,470,"BUSTARD","2013-03-25","1.9.4"
"PAUBIT","TARGET-40-PAUBIT-10A-01WX",26318,470,"BUSTARD","2013-03-25","1.9.4"
"PAUBIT","TARGET-40-PAUBIT-10A-01WX",26312,470,"BUSTARD","2013-03-25","1.9.4"
"0A4I42","TARGET_40_0A4I42_01A_01R_12.12.12",26368,469,"BUSTARD","2013-03-25","1.9.4"
"0A4I42","TARGET_40_0A4I42_01A_01R_12.12.12",26364,469,"BUSTARD","2013-03-25","1.9.4"
"0A4I42","TARGET_40_0A4I42_01A_01R_12.12.12",26340,469,"BUSTARD","2013-03-25","1.9.4"
"0A4I40","TARGET_40_0A4I40_01A_01R_12.12.12",26477,469,"BUSTARD","2013-03-25","1.9.4"
"0A4I40","TARGET_40_0A4I40_01A_01R_12.12.12",26476,469,"BUSTARD","2013-03-25","1.9.4"
"0A4I40","TARGET_40_0A4I40_01A_01R_12.12.12",26475,469,"BUSTARD","2013-03-25","1.9.4"
"PAUBIT","TARGET_40_PAUBIT_01A_01R",26366,469,"BUSTARD","2013-03-25","1.9.4"
"PAUBIT","TARGET_40_PAUBIT_01A_01R",26362,469,"BUSTARD","2013-03-25","1.9.4"
"PAUBIT","TARGET_40_PAUBIT_01A_01R",26338,469,"BUSTARD","2013-03-25","1.9.4"
"PAVCLP","TARGET_40_PAVCLP_01A_01R",26365,469,"BUSTARD","2013-03-25","1.9.4"
"PAVCLP","TARGET_40_PAVCLP_01A_01R",26361,469,"BUSTARD","2013-03-25","1.9.4"
"PAVCLP","TARGET_40_PAVCLP_01A_01R",26337,469,"BUSTARD","2013-03-25","1.9.4"
"PAUVUL","TARGET-40-PAUVUL-01A-01R",26310,468,"BUSTARD","2013-03-20","1.9.4"
"PAUVUL","TARGET-40-PAUVUL-01A-01R",26747,478,"BUSTARD","2013-04-29","1.9.4"
"PAUYTT","TARGET-40-PAUYTT-01A-01R",26309,468,"BUSTARD","2013-03-20","1.9.4"
"PAUYTT","TARGET-40-PAUYTT-01A-01R",26744,478,"BUSTARD","2013-04-29","1.9.4"
"PAVALD","TARGET-40-PAVALD-01A-01R",26308,468,"BUSTARD","2013-03-20","1.9.4"
"PAVALD","TARGET-40-PAVALD-01A-01R",26743,478,"BUSTARD","2013-04-29","1.9.4"
"PATKSS","TARGET-40-PATKSS-01A-01R",26750,478,"BUSTARD","2013-04-29","1.9.4"
"PAUTWB","TARGET-40-PAUTWB-01A-01R",26751,478,"BUSTARD","2013-04-29","1.9.4"
"PAUTYB","TARGET-40-PAUTYB-01A-01R",26749,478,"BUSTARD","2013-04-29","1.9.4"
"PAUUML","TARGET-40-PAUUML-01A-01R",26746,478,"BUSTARD","2013-04-29","1.9.4"
"PAUXPZ","TARGET-40-PAUXPZ-01A-01R",26748,478,"BUSTARD","2013-04-29","1.9.4"
"PAVDTY","TARGET-40-PAVDTY-01A-01R",26742,478,"BUSTARD","2013-04-29","1.9.4"
"PAVECB","TARGET-40-PAVECB-01A-01R",26740,478,"BUSTARD","2013-04-29","1.9.4"
"PAPNVD","TARGET_40_PAPNVD_01A_01R",26739,478,"BUSTARD","2013-04-29","1.9.4"
"PAUBIT","TARGET_40_PAUBIT_01A_01R",26741,478,"BUSTARD","2013-04-29","1.9.4"
"PAKUZU","TARGET-40-PAKUZU-01A-01R",26738,478,"BUSTARD","2013-04-29","1.9.4"
"0A4HLD","TARGET-40-0A4HLD-01A-01R",26737,478,"BUSTARD","2013-04-29","1.9.4"
"0A4I40","TARGET_40_0A4I40_01A_01R_12.12.12",26735,478,"BUSTARD","2013-04-29","1.9.4"
"0A4I42","TARGET_40_0A4I42_01A_01R_12.12.12",26736,478,"BUSTARD","2013-04-29","1.9.4"
"0A4I8U","TARGET-40-0A4I8U-01A-01R",26734,478,"BUSTARD","2013-04-29","1.9.4"
"PAVCLP","TARGET_40_PAVCLP_01A_01R",26745,478,"BUSTARD","2013-04-29","1.9.4"
"0A4I9K","TARGET-40-0A4I9K-01A-01D",26395,333,"BUSTARD","2012-05-07","1.9.4"
"0A4I3S","TARGET-40-0A4I3S-01A-01D",26542,361,"BUSTARD","2012-07-05","1.9.4"
"0A4I0S","TARGET-40-0A4I0S-10A-01D",26548,361,"BUSTARD","2012-07-05","1.9.4"
"0A4I0S","TARGET-40-0A4I0S-10A-01D",26547,361,"BUSTARD","2012-07-05","1.9.4"
"PAUTWB","TARGET-40-PAUTWB-01A-01D",27103,502,"BUSTARD","2013-06-07","1.9.4"
"PAUTYB","TARGET-40-PAUTYB-01A-01D",27106,502,"BUSTARD","2013-06-07","1.9.4"
"PAVDTY","TARGET-40-PAVDTY-01A-01D",27101,502,"BUSTARD","2013-06-07","1.9.4"
"PATXFN","TARGET-40-PATXFN-01A-01WX",27100,502,"BUSTARD","2013-06-07","1.9.4"
"PATKSS","TARGET-40-PATKSS-10A-01D",27104,502,"BUSTARD","2013-06-07","1.9.4"
"PAUVUL","TARGET-40-PAUVUL-10A-01D",27105,502,"BUSTARD","2013-06-07","1.9.4"
"PAUBIT","TARGET-40-PAUBIT-10A-01WX",27102,502,"BUSTARD","2013-06-07","1.9.4"
"NAAEDA","TARGET_40_NAAEDA_01A_01R",28656,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDA","TARGET_40_NAAEDA_08A_01R",28657,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDA","TARGET_40_NAAEDA_06A_01R",28655,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDD","TARGET_40_NAAEDD_06A_01R",28652,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDH","TARGET_40_NAAEDH_01A_01R",28653,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDH","TARGET_40_NAAEDH_08A_01R",28654,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDH","TARGET_40_NAAEDH_06A_01R",28649,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDI","TARGET_40_NAAEDI_06A_01R",28650,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDI","TARGET_40_NAAEDI_08A_01R",28651,527,"BUSTARD","2013-07-18","1.9.4"
"NAAECZ","TARGET_40_NAAECZ_10A_01D",28773,535,"BUSTARD","2013-08-05","1.9.4"
"NAAECZ","TARGET_40_NAAECZ_10A_01D",29489,558,"BUSTARD","2013-10-08","1.9.4"
"NAAEDA","TARGET_40_NAAEDA_01A_01D",28771,535,"BUSTARD","2013-08-05","1.9.4"
"NAAEDA","TARGET_40_NAAEDA_01A_01D",29487,558,"BUSTARD","2013-10-08","1.9.4"
"NAAECZ","TARGET_40_NAAECZ_01A_01D",28772,535,"BUSTARD","2013-08-05","1.9.4"
"NAAECZ","TARGET_40_NAAECZ_01A_01D",29488,558,"BUSTARD","2013-10-08","1.9.4"
"NAAEDA","TARGET_40_NAAEDA_06A_01D",28770,535,"BUSTARD","2013-08-05","1.9.4"
"NAAEDA","TARGET_40_NAAEDA_06A_01D",29486,558,"BUSTARD","2013-10-08","1.9.4"
"NAAEDA","TARGET_40_NAAEDA_10A_01D",28776,535,"BUSTARD","2013-08-05","1.9.4"
"NAAEDA","TARGET_40_NAAEDA_10A_01D",29484,558,"BUSTARD","2013-10-08","1.9.4"
"NAAEDB","TARGET_40_NAAEDB_10A_01D",28777,535,"BUSTARD","2013-08-05","1.9.4"
"NAAEDB","TARGET_40_NAAEDB_10A_01D",29485,558,"BUSTARD","2013-10-08","1.9.4"
"NAAEDD","TARGET_40_NAAEDD_01A_01D",28775,535,"BUSTARD","2013-08-05","1.9.4"
"NAAEDD","TARGET_40_NAAEDD_01A_01D",29483,558,"BUSTARD","2013-10-08","1.9.4"
"NAAEDD","TARGET_40_NAAEDD_06A_01D",28774,535,"BUSTARD","2013-08-05","1.9.4"
"NAAEDD","TARGET_40_NAAEDD_06A_01D",29482,558,"BUSTARD","2013-10-08","1.9.4"
"NAAEDG","TARGET_40_NAAEDG_01A_01D",28643,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDG","TARGET_40_NAAEDG_01A_01D",29480,558,"BUSTARD","2013-10-08","1.9.4"
"NAAEDG","TARGET_40_NAAEDG_10A_01D",28644,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDG","TARGET_40_NAAEDG_10A_01D",29481,558,"BUSTARD","2013-10-08","1.9.4"
"NAAEDH","TARGET_40_NAAEDH_01A_01D",28642,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDH","TARGET_40_NAAEDH_01A_01D",29479,558,"BUSTARD","2013-10-08","1.9.4"
"NAAEDH","TARGET_40_NAAEDH_06A_01D",28641,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDH","TARGET_40_NAAEDH_06A_01D",29478,558,"BUSTARD","2013-10-08","1.9.4"
"NAAEDH","TARGET_40_NAAEDH_10A_01D",28647,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDH","TARGET_40_NAAEDH_10A_01D",29626,572,"BUSTARD","2013-11-21","1.9.4"
"NAAEDI","TARGET_40_NAAEDI_08A_01D",28648,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDI","TARGET_40_NAAEDI_08A_01D",29627,572,"BUSTARD","2013-11-21","1.9.4"
"NAAEDI","TARGET_40_NAAEDI_06A_01D",28646,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDI","TARGET_40_NAAEDI_06A_01D",29625,572,"BUSTARD","2013-11-21","1.9.4"
"NAAEDI","TARGET_40_NAAEDI_10A_01D",28645,527,"BUSTARD","2013-07-18","1.9.4"
"NAAEDI","TARGET_40_NAAEDI_10A_01D",29624,572,"BUSTARD","2013-11-21","1.9.4"
"NAAEDG","TARGET_40_NAAEDG_01A_01D",29590,567,"BUSTARD","2013-11-08","1.9.4"
"NAAEDG","TARGET_40_NAAEDG_10A_01D",29589,567,"BUSTARD","2013-11-08","1.9.4"
"NAAEDH","TARGET_40_NAAEDH_01A_01D",29588,567,"BUSTARD","2013-11-08","1.9.4"
"NAAEDH","TARGET_40_NAAEDH_10A_01D",29587,567,"BUSTARD","2013-11-08","1.9.4"
"NAAEDB","TARGET_40_NAAEDB_01A_01D",29591,567,"BUSTARD","2013-11-08","1.9.4"
"NAAEDH","TARGET_40_NAAEDH_08A_01D",29592,567,"BUSTARD","2013-11-08","1.9.4"
"PANMIG","TARGET_40_PANMIG_01A_02D",29425,553,"BUSTARD","2013-10-04","1.9.4"
"0A4HXS","IHRT1173_TumourDNA",2606,258,"BUSTARD","2011-07-09","1.9.0"
"0A4HXS","IHRT1173_TumourDNA",2612,260,"BUSTARD","2011-07-18","1.9.0"
"0A4I6O","IHRT1165_TumourDNA",2605,258,"BUSTARD","2011-07-09","1.9.0"
"0A4I6O","IHRT1165_TumourDNA",2611,260,"BUSTARD","2011-07-18","1.9.0"
"IHRT1161","IHRT1161_TumourDNA",2604,258,"BUSTARD","2011-07-09","1.9.0"
"IHRT1161","IHRT1161_TumourDNA",2610,260,"BUSTARD","2011-07-18","1.9.0"
"0A4HLQ","IHRT134_WBC_DNA",2603,258,"BUSTARD","2011-07-09","1.9.0"
"0A4HLQ","IHRT134_WBC_DNA",2609,260,"BUSTARD","2011-07-18","1.9.0"
"0A4HX8","IHRT803_TumourDNA",2602,258,"BUSTARD","2011-07-09","1.9.0"
"0A4HX8","IHRT803_TumourDNA",2608,260,"BUSTARD","2011-07-18","1.9.0"
"0A4HLD","IHRT131_TumourDNA",2601,258,"BUSTARD","2011-07-09","1.9.0"
"0A4HLD","IHRT131_TumourDNA",2607,260,"BUSTARD","2011-07-18","1.9.0"
"IHRT1318","IHRT1318_TumourDNA",2614,261,"BUSTARD","2011-07-18","1.9.0"
"IHRT1318","IHRT1318_TumourDNA",2613,261,"BUSTARD","2011-07-18","1.9.0"
"IHRT1184","IHRT1184_WBC_DNA",2626,262,"BUSTARD","2011-07-29","1.9.0"
"IHRT1184","IHRT1184_WBC_DNA",2619,266,"BUSTARD","2011-07-25","1.9.0"
"IHRT1184","IHRT1184_WBC_DNA",2618,266,"BUSTARD","2011-07-25","1.9.0"
"IHRT1482","IHRT1482_TumourDNA",2625,262,"BUSTARD","2011-07-29","1.9.0"
"IHRT1482","IHRT1482_TumourDNA",2617,266,"BUSTARD","2011-07-25","1.9.0"
"0A4HZR","IHRT1651_WBC_DNA",2624,262,"BUSTARD","2011-07-29","1.9.0"
"0A4HZR","IHRT1651_WBC_DNA",2616,266,"BUSTARD","2011-07-25","1.9.0"
"IHRT1665","IHRT1665_WBC_DNA",2633,263,"BUSTARD","2011-08-02","1.8.0"
"IHRT1665","IHRT1665_WBC_DNA",2615,266,"BUSTARD","2011-07-25","1.9.0"
"0A4I0S","IHRT2383_TumourDNA",2623,262,"BUSTARD","2011-07-29","1.9.0"
"0A4I0S","IHRT2383_TumourDNA",2622,262,"BUSTARD","2011-07-29","1.9.0"
"IHRT1953","IHRT1953_TumourDNA",2621,262,"BUSTARD","2011-07-29","1.9.0"
"IHRT1953","IHRT1953_TumourDNA",2620,262,"BUSTARD","2011-07-29","1.9.0"
"IHRT1667","IHRT1667_WBC_DNA",2632,263,"BUSTARD","2011-08-02","1.8.0"
"IHRT1667","IHRT1667_WBC_DNA",2631,263,"BUSTARD","2011-08-02","1.8.0"
"0A4I0Q","IHRT1705_TumourDNA",2630,263,"BUSTARD","2011-08-02","1.8.0"
"0A4I0Q","IHRT1705_TumourDNA",2629,263,"BUSTARD","2011-08-02","1.8.0"
"IHRT1713","IHRT1713_TumourDNA",2628,263,"BUSTARD","2011-08-02","1.8.0"
